,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
219,-33.67044,-70.91266999999999,349.07,0.55,0.68,2022-01-05,448,N,nominal,2.0NRT,287.18,6.43,N
220,-33.67275,-70.91073,331.33,0.55,0.68,2022-01-05,448,N,nominal,2.0NRT,286.18,5.0,N
221,-33.671009999999995,-70.91675,317.59,0.55,0.68,2022-01-05,448,N,nominal,2.0NRT,285.87,6.17,N
222,-34.103609999999996,-70.46032,321.31,0.51,0.66,2022-01-05,448,N,nominal,2.0NRT,285.12,4.07,N
223,-34.105140000000006,-70.45482,324.55,0.51,0.66,2022-01-05,448,N,nominal,2.0NRT,285.81,4.07,N
224,-34.1076,-70.46304,299.77,0.51,0.66,2022-01-05,448,N,nominal,2.0NRT,285.42,2.48,N
225,-34.10923,-70.45732,305.68,0.51,0.66,2022-01-05,448,N,nominal,2.0NRT,284.9,2.57,N
230,-36.86335,-71.38773,302.66,0.48,0.65,2022-01-05,450,N,nominal,2.0NRT,278.57,1.18,N
643,-17.49023,-71.35828000000001,327.88,0.44,0.46,2022-01-05,624,N,nominal,2.0NRT,292.28,3.03,N
644,-17.494510000000002,-71.35889,307.99,0.44,0.46,2022-01-05,624,N,nominal,2.0NRT,289.67,3.03,N
645,-23.78353,-70.32005,299.44,0.61,0.53,2022-01-05,626,N,nominal,2.0NRT,284.87,1.58,N
646,-23.78387,-70.32033,300.79,0.61,0.53,2022-01-05,626,N,nominal,2.0NRT,285.22,1.09,N
647,-23.82488,-70.3137,325.45,0.61,0.53,2022-01-05,626,N,nominal,2.0NRT,287.02,3.5,N
648,-23.82426,-70.32001,303.25,0.61,0.53,2022-01-05,626,N,nominal,2.0NRT,287.39,3.5,N
649,-27.41491,-70.26219,299.44,0.34,0.56,2022-01-05,626,N,nominal,2.0NRT,287.07,0.68,N
650,-27.415190000000003,-70.2588,305.62,0.34,0.56,2022-01-05,626,N,nominal,2.0NRT,288.04,0.68,N
651,-32.76145,-71.47963,301.65,0.32,0.55,2022-01-05,629,N,nominal,2.0NRT,287.16,1.47,N
652,-32.76174,-71.47606999999999,312.79,0.32,0.55,2022-01-05,629,N,nominal,2.0NRT,285.96,0.72,N
653,-34.10686,-70.45968,334.26,0.38,0.59,2022-01-05,629,N,nominal,2.0NRT,286.96,4.33,N
654,-34.10713,-70.4556,334.73,0.38,0.59,2022-01-05,629,N,nominal,2.0NRT,287.24,4.33,N
655,-34.10647,-70.45714,367.0,0.38,0.59,2022-01-05,629,N,high,2.0NRT,288.94,3.23,N
656,-34.10672,-70.453,297.16,0.38,0.59,2022-01-05,629,N,nominal,2.0NRT,285.78,3.23,N
657,-36.86476,-71.37253,300.42,0.36,0.57,2022-01-05,631,N,nominal,2.0NRT,279.63,0.92,N
658,-36.74646,-73.12994,299.52,0.57,0.52,2022-01-05,631,N,nominal,2.0NRT,285.7,1.93,N
4893,-34.0045,-71.39801,336.96,0.47,0.4,2022-01-05,1849,N,low,2.0NRT,309.9,2.65,D
4899,-40.59114,-73.17761999999999,325.2,0.38,0.36,2022-01-05,1847,N,low,2.0NRT,299.98,2.06,D
4906,-36.75711,-72.48009,341.11,0.41,0.37,2022-01-05,1849,N,nominal,2.0NRT,314.66,5.53,D
