,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
319,-27.35698,-70.2222,298.01,0.44,0.38,2022-01-13,535,N,nominal,2.0NRT,286.94,0.58,N
325,-27.414409999999997,-70.26109,342.88,0.44,0.38,2022-01-13,535,N,nominal,2.0NRT,288.28,9.16,N
327,-27.41795,-70.26189000000001,297.56,0.44,0.38,2022-01-13,535,N,nominal,2.0NRT,284.55,9.16,N
328,-27.41876,-70.25737,300.84,0.44,0.38,2022-01-13,535,N,nominal,2.0NRT,285.71,1.79,N
415,-28.47972,-71.25004,301.49,0.47,0.4,2022-01-13,535,N,nominal,2.0NRT,281.23,1.0,N
605,-32.80344,-70.95258000000001,316.91,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,290.11,2.05,N
606,-32.7588,-71.47373,302.44,0.43,0.38,2022-01-13,537,N,nominal,2.0NRT,286.95,0.69,N
607,-32.78583,-71.48527,299.12,0.43,0.38,2022-01-13,537,N,nominal,2.0NRT,287.64,0.66,N
608,-33.29488,-70.72854,327.49,0.4,0.37,2022-01-13,537,N,nominal,2.0NRT,291.9,2.8,N
609,-33.294509999999995,-70.72643000000001,327.1,0.4,0.37,2022-01-13,537,N,nominal,2.0NRT,292.05,1.63,N
610,-33.297909999999995,-70.72726,302.39,0.4,0.37,2022-01-13,537,N,nominal,2.0NRT,289.93,1.63,N
657,-34.10539,-70.45716,335.3,0.39,0.36,2022-01-13,537,N,nominal,2.0NRT,295.94,15.91,N
658,-34.106120000000004,-70.45286999999999,325.1,0.39,0.36,2022-01-13,537,N,nominal,2.0NRT,289.82,15.91,N
659,-34.10873,-70.45801999999999,310.79,0.39,0.36,2022-01-13,537,N,nominal,2.0NRT,288.69,1.86,N
663,-35.51123,-71.21936,310.34,0.4,0.37,2022-01-13,537,N,nominal,2.0NRT,287.82,0.48,N
666,-36.58314,-72.12411999999999,305.49,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,285.85,0.96,N
667,-36.8663,-71.38062,297.05,0.39,0.37,2022-01-13,537,N,nominal,2.0NRT,282.5,1.35,N
668,-36.867059999999995,-71.37609,308.62,0.39,0.37,2022-01-13,537,N,nominal,2.0NRT,282.25,1.1,N
669,-36.74747,-73.12454,297.78,0.44,0.38,2022-01-13,537,N,nominal,2.0NRT,286.18,1.43,N
701,-37.651740000000004,-73.45170999999999,328.21,0.44,0.38,2022-01-13,537,N,nominal,2.0NRT,282.71,2.19,N
702,-37.850609999999996,-72.57595,343.21,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,290.82,6.75,N
703,-37.85308,-72.56192,315.17,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,288.05,1.17,N
704,-37.854009999999995,-72.57695,357.12,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,300.54,12.27,N
705,-37.85484,-72.57226999999999,348.18,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,290.88,12.27,N
706,-37.85566,-72.56758,346.47,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,289.55,6.27,N
707,-37.85648,-72.56294,342.66,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,291.41,6.27,N
708,-37.853190000000005,-72.5816,308.95,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,287.06,1.87,N
709,-37.85742,-72.57795,333.07,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,290.13,12.27,N
710,-37.85824,-72.57329,351.72,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,289.25,12.27,N
711,-37.85907,-72.56860999999999,350.87,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,290.83,6.27,N
712,-37.85989,-72.56398,341.97,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,289.35,6.27,N
713,-37.86071,-72.55932,331.51,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,287.54,3.24,N
714,-37.8566,-72.5826,296.85,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,286.74,1.87,N
715,-37.86412,-72.56029000000001,343.06,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,289.04,2.66,N
716,-37.864940000000004,-72.55564,303.49,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,287.68,2.66,N
717,-37.868359999999996,-72.55656,331.22,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,288.14,2.66,N
718,-37.87177,-72.5575,348.99,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,295.89,40.11,N
719,-37.87259,-72.55286,345.02,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,290.41,4.89,N
720,-37.87601,-72.55379,323.35,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,287.3,4.89,N
721,-37.87683,-72.54912,340.53,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,288.97,4.89,N
722,-37.87276,-72.55963,334.61,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,287.57,12.05,N
723,-37.87359,-72.55499,350.01,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,292.81,12.05,N
724,-37.87443,-72.55032,306.2,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,287.12,3.43,N
725,-37.87784,-72.55126,341.98,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,288.63,3.43,N
726,-37.888000000000005,-72.53453,327.55,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,288.91,2.2,N
727,-37.890570000000004,-72.54015,328.12,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,288.1,5.87,N
728,-37.8914,-72.5355,328.91,0.41,0.37,2022-01-13,537,N,nominal,2.0NRT,289.97,6.78,N
729,-38.16618,-72.41790999999999,299.73,0.4,0.37,2022-01-13,540,N,nominal,2.0NRT,284.84,7.46,N
730,-38.16957,-72.41888,341.94,0.4,0.37,2022-01-13,540,N,nominal,2.0NRT,289.01,7.46,N
731,-38.17297,-72.41983,299.19,0.4,0.37,2022-01-13,540,N,nominal,2.0NRT,284.72,0.83,N
