Unnamed: 0,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
50240,-23.82304,-70.31622,313.71,0.39,0.36,2022-01-12,554,N,nominal,2.0NRT,282.42,1.76,N
50423,-27.4142,-70.26113000000001,323.1,0.4,0.37,2022-01-12,554,N,nominal,2.0NRT,286.44,2.46,N
50424,-27.418190000000006,-70.25768000000001,295.63,0.4,0.37,2022-01-12,554,N,nominal,2.0NRT,281.73,0.3,N
50469,-32.80123,-70.95042,333.16,0.42,0.38,2022-01-12,557,N,nominal,2.0NRT,289.47,1.98,N
50470,-32.8047,-70.9511,300.36,0.42,0.38,2022-01-12,557,N,nominal,2.0NRT,287.97,1.98,N
50471,-32.76011,-71.4775,317.27,0.4,0.37,2022-01-12,557,N,nominal,2.0NRT,289.16,1.52,N
50479,-32.78685,-71.48734,311.81,0.4,0.37,2022-01-12,557,N,nominal,2.0NRT,287.85,1.0,N
50499,-34.103190000000005,-70.45916,322.64,0.44,0.39,2022-01-12,557,N,nominal,2.0NRT,288.22,2.13,N
50500,-34.10382,-70.45433,320.52,0.44,0.39,2022-01-12,557,N,nominal,2.0NRT,287.84,2.79,N
50501,-34.1068,-70.45961,328.86,0.44,0.39,2022-01-12,557,N,nominal,2.0NRT,289.81,8.94,N
50502,-34.10743,-70.45479,324.2,0.44,0.39,2022-01-12,557,N,nominal,2.0NRT,289.3,7.02,N
50503,-35.38084,-71.55230999999998,327.37,0.42,0.38,2022-01-12,559,N,nominal,2.0NRT,288.97,2.69,N
50504,-35.38057,-71.55395,308.04,0.42,0.38,2022-01-12,559,N,nominal,2.0NRT,288.39,1.51,N
50505,-35.38119000000001,-71.54929,316.54,0.42,0.38,2022-01-12,559,N,nominal,2.0NRT,287.59,1.51,N
50506,-36.8664,-71.37585,308.71,0.44,0.38,2022-01-12,559,N,nominal,2.0NRT,286.0,1.16,N
50507,-36.74543,-73.12468,304.57,0.39,0.37,2022-01-12,559,N,nominal,2.0NRT,287.09,0.93,N
50509,-37.51403,-72.65329,305.42,0.41,0.37,2022-01-12,559,N,nominal,2.0NRT,293.51,1.17,N
50523,-38.16904,-72.42165,353.29,0.42,0.37,2022-01-12,559,N,nominal,2.0NRT,298.49,17.23,N
50524,-38.17251,-72.42241,344.09,0.42,0.37,2022-01-12,559,N,nominal,2.0NRT,287.91,17.23,N
50525,-38.16944,-72.42365,330.78,0.42,0.37,2022-01-12,559,N,nominal,2.0NRT,293.46,12.57,N
50526,-38.17007,-72.41885,320.24,0.42,0.37,2022-01-12,559,N,nominal,2.0NRT,293.39,6.5,N
50527,-38.17291,-72.42439,302.96,0.42,0.37,2022-01-12,559,N,nominal,2.0NRT,286.38,12.57,N
50528,-38.17355,-72.4196,300.73,0.42,0.37,2022-01-12,559,N,nominal,2.0NRT,286.74,6.5,N
50530,-39.41992,-71.93942,296.47,0.44,0.39,2022-01-12,559,N,nominal,2.0NRT,276.19,0.64,N
50531,-40.71386,-73.06089,299.07,0.42,0.38,2022-01-12,559,N,nominal,2.0NRT,284.85,0.41,N
50532,-41.46497,-71.69451,355.43,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,298.76,11.67,N
50533,-41.46554,-71.6897,314.73,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,289.13,1.98,N
50534,-41.46816,-71.69955999999998,310.87,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,288.19,1.64,N
50535,-41.46873,-71.69467,308.7,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,288.44,1.64,N
50536,-41.47801,-71.71202,301.33,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,287.36,1.18,N
50537,-41.49051,-71.63883,319.88,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,289.38,2.24,N
50538,-41.49108,-71.63399,310.8,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,290.69,1.16,N
50539,-41.4916,-71.62952,306.75,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,289.53,1.16,N
50540,-41.49423,-71.63942,313.16,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,287.63,2.24,N
50541,-41.49483,-71.63434000000002,300.19,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,288.19,1.16,N
50542,-41.49538,-71.62965,300.93,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,288.64,1.16,N
50543,-41.47573,-71.71226999999998,302.05,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,287.78,0.89,N
50544,-41.48791,-71.63909,301.26,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,285.64,0.8,N
50545,-41.48847,-71.63432,298.9,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,287.46,0.8,N
50546,-41.48898,-71.62997,304.52,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,290.12,1.39,N
50547,-41.49162000000001,-71.63973,318.92,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,289.1,1.37,N
50548,-41.4922,-71.63471,308.19,0.47,0.4,2022-01-12,559,N,nominal,2.0NRT,289.59,1.37,N
