,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
866,-17.49175,-71.35486999999999,338.09,1.16,1.07,2022-05-12,622,A,100,6.1NRT,289.66,53.66,N
1886,-23.82343,-70.31973,316.13,1.02,1.01,2022-05-13,1450,T,56,6.1NRT,304.2,5.09,D
1887,-27.851129999999998,-70.16843,316.72,1.1,1.05,2022-05-13,1452,T,69,6.1NRT,300.83,9.03,D
1888,-27.860559999999996,-70.16998000000001,317.14,1.1,1.05,2022-05-13,1452,T,72,6.1NRT,302.75,9.42,D
1889,-32.80401,-70.9538,304.2,1.14,1.06,2022-05-13,1454,T,58,6.1NRT,291.52,5.9,D
1890,-32.75835,-71.46746999999999,309.08,1.09,1.04,2022-05-13,1454,T,64,6.1NRT,292.12,8.14,D
1891,-33.298970000000004,-70.7258,304.31,1.18,1.08,2022-05-13,1454,T,52,6.1NRT,292.41,4.99,D
1892,-34.10159,-70.46219,302.17,1.24,1.1,2022-05-13,1454,T,29,6.1NRT,284.83,5.61,D
1893,-34.103190000000005,-70.44882,303.8,1.24,1.11,2022-05-13,1454,T,40,6.1NRT,286.08,6.8,D
1894,-34.10198,-70.45539000000001,305.33,1.24,1.11,2022-05-13,1454,T,28,6.1NRT,285.77,7.51,D
1895,-34.11204,-70.45634,308.61,1.24,1.11,2022-05-13,1454,T,30,6.1NRT,290.55,10.66,D
2354,-35.79547,-72.32840999999999,309.94,1.54,1.22,2022-05-13,1913,A,69,6.1NRT,287.58,20.34,D
2355,-35.79874,-72.34534000000001,303.8,1.54,1.22,2022-05-13,1913,A,57,6.1NRT,287.31,13.11,D
2356,-35.46873,-72.32538000000001,331.89,1.57,1.23,2022-05-13,1913,A,88,6.1NRT,288.36,63.11,D
2357,-35.47205,-72.34281999999999,320.52,1.56,1.23,2022-05-13,1913,A,80,6.1NRT,289.09,37.83,D
2358,-32.76358,-71.47458,306.53,2.02,1.39,2022-05-13,1915,A,48,6.1NRT,293.0,15.77,D
2443,-34.11039,-70.45665,302.68,1.92,1.35,2022-05-14,258,T,51,6.1NRT,277.8,24.6,N
2826,-38.37064,-70.80195,300.34,2.06,1.4,2022-05-14,1817,A,35,6.1NRT,283.42,16.41,D
2856,-27.86103,-70.1786,318.18,1.39,1.17,2022-05-14,1819,A,67,6.1NRT,307.02,10.11,D
2868,-17.4936,-71.34995,320.81,1.21,1.09,2022-05-14,1821,A,43,6.1NRT,301.46,12.53,D
3139,-32.8079,-70.94975,313.33,1.0,1.0,2022-05-15,1440,T,74,6.1NRT,291.96,11.24,D
3140,-34.10434,-70.45443,328.4,1.0,1.0,2022-05-15,1442,T,86,6.1NRT,288.19,25.95,D
3141,-35.15791,-72.10766,325.64,1.02,1.01,2022-05-15,1442,T,84,6.1NRT,288.08,26.14,D
3142,-35.482690000000005,-72.33289,305.35,1.02,1.01,2022-05-15,1442,T,23,6.1NRT,287.23,6.82,D
3143,-35.48441,-72.32172,359.32,1.02,1.01,2022-05-15,1442,T,99,6.1NRT,291.42,87.7,D
3144,-35.48614,-72.31054,305.52,1.02,1.01,2022-05-15,1442,T,28,6.1NRT,286.82,7.17,D
3145,-35.49176,-72.33502,306.03,1.02,1.01,2022-05-15,1442,T,35,6.1NRT,286.41,7.47,D
3146,-35.49348,-72.32386,331.28,1.02,1.01,2022-05-15,1442,T,87,6.1NRT,287.42,31.9,D
3147,-36.80587,-72.66443000000001,300.95,1.02,1.01,2022-05-15,1442,T,43,6.1NRT,286.62,5.41,D
3148,-36.807629999999996,-72.65307,307.63,1.02,1.01,2022-05-15,1442,T,66,6.1NRT,286.94,9.51,D
