,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
110,-35.176790000000004,-71.96536,307.7,1.02,1.01,2022-06-18,325,T,56,6.1NRT,277.14,12.38,N
111,-27.415159999999997,-70.26869,300.6,1.17,1.08,2022-06-18,328,T,31,6.1NRT,277.8,10.02,N
351,-34.10545,-70.44885,301.96,1.13,1.06,2022-06-18,1427,T,50,6.1NRT,277.58,9.42,D
352,-34.88531,-72.12315,338.67,1.31,1.14,2022-06-18,1427,T,91,6.1NRT,282.21,64.75,D
353,-34.88791,-72.10857,302.02,1.31,1.14,2022-06-18,1427,T,43,6.1NRT,280.09,10.05,D
354,-34.88133,-72.12834000000001,319.32,1.31,1.14,2022-06-18,1427,T,79,6.1NRT,281.61,28.83,D
355,-34.88404,-72.11362,326.85,1.31,1.14,2022-06-18,1427,T,85,6.1NRT,280.95,41.01,D
356,-34.89642,-72.16252,365.28,1.32,1.14,2022-06-18,1427,T,0,6.1NRT,286.52,152.86,D
357,-34.89904,-72.14816,332.44,1.32,1.14,2022-06-18,1427,T,83,6.1NRT,282.85,50.5,D
358,-34.90173,-72.13342,304.36,1.31,1.14,2022-06-18,1427,T,46,6.1NRT,281.4,11.85,D
668,-36.13218,-72.63389000000001,302.08,1.14,1.06,2022-06-18,1841,A,51,6.1NRT,274.84,9.57,D
677,-35.74431,-72.44866999999999,311.73,1.11,1.05,2022-06-18,1841,A,51,6.1NRT,275.72,16.5,D
691,-32.805440000000004,-70.95481,305.83,1.0,1.0,2022-06-18,1841,A,62,6.1NRT,283.25,6.7,D
1174,-17.49391,-71.35498,315.51,1.25,1.11,2022-06-19,1507,T,0,6.1NRT,300.6,9.42,D
1688,-17.49091,-71.35297,325.8,1.13,1.06,2022-06-20,622,A,100,6.1NRT,284.78,32.92,N
3292,-23.822229999999998,-70.3155,317.2,1.15,1.07,2022-06-21,1454,T,74,6.1NRT,298.36,12.14,D
3295,-27.493370000000002,-70.38259000000001,302.87,1.25,1.11,2022-06-21,1457,T,48,6.1NRT,289.39,6.28,D
3863,-35.64472,-71.60065,301.47,1.64,1.26,2022-06-21,1913,A,47,6.1NRT,286.5,11.25,D
4060,-17.49205,-71.35598,321.78,1.11,1.05,2022-06-22,304,T,100,6.1NRT,283.31,26.12,N
4062,-17.486639999999998,-71.35225,303.86,1.11,1.05,2022-06-22,304,T,57,6.1NRT,281.52,11.01,N
6815,-17.49239,-71.35169,305.74,1.45,1.19,2022-06-24,557,A,65,6.1NRT,284.27,17.67,N
