,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
304,-34.10033,-70.4488,311.98,1.0,1.0,2022-01-10,557,A,84,6.1NRT,286.35,12.94,N
305,-34.10937,-70.45051,307.64,1.0,1.0,2022-01-10,557,A,72,6.1NRT,286.51,10.18,N
826,-37.48189,-73.3392,311.67,1.67,1.27,2022-01-10,1518,T,29,6.1NRT,298.15,14.88,D
1192,-38.06929,-72.69502,325.28,3.32,1.72,2022-01-10,1936,A,71,6.1NRT,305.72,77.12,D
1193,-38.05024,-72.67022,322.36,3.34,1.72,2022-01-10,1936,A,34,6.1NRT,304.24,52.73,D
1194,-38.05917,-72.7068,325.05,3.32,1.72,2022-01-10,1936,A,41,6.1NRT,306.06,67.54,D
1758,-34.106559999999995,-70.45329,306.52,1.1,1.05,2022-01-11,319,T,68,6.1NRT,286.34,10.47,N
1759,-34.1081,-70.46555,301.93,1.1,1.05,2022-01-11,319,T,45,6.1NRT,286.41,7.26,N
1777,-23.8224,-70.31596,307.02,1.01,1.0,2022-01-11,321,T,70,6.1NRT,289.13,9.29,N
2504,-38.783640000000005,-72.95174,324.56,1.15,1.07,2022-01-11,1842,A,72,6.1NRT,308.73,11.37,D
2505,-38.74235,-72.95168000000001,320.67,1.15,1.07,2022-01-11,1842,A,46,6.1NRT,308.98,6.71,D
2506,-37.95639,-72.43215,325.57,1.09,1.04,2022-01-11,1842,A,38,6.1NRT,314.91,9.32,D
2507,-37.62807,-73.46783,318.41,1.17,1.08,2022-01-11,1842,A,27,6.1NRT,307.95,10.75,D
2508,-37.48083,-73.34489,320.12,1.16,1.07,2022-01-11,1842,A,21,6.1NRT,306.54,10.1,D
2509,-37.17763,-72.94881,321.09,1.11,1.05,2022-01-11,1842,A,39,6.1NRT,309.51,9.04,D
2515,-32.81015,-70.95487,332.86,1.01,1.0,2022-01-11,1845,A,76,6.1NRT,306.27,19.76,D
2519,-31.75484,-71.16283,329.78,1.01,1.01,2022-01-11,1845,A,68,6.1NRT,307.8,9.84,D
2520,-27.12749,-70.16783000000001,338.33,1.2,1.09,2022-01-11,1845,A,56,6.1NRT,317.75,17.14,D
2521,-27.11975,-70.18196999999999,336.91,1.19,1.09,2022-01-11,1845,A,55,6.1NRT,315.66,14.32,D
2522,-26.30663,-70.23257,344.1,1.22,1.1,2022-01-11,1845,A,86,6.1NRT,311.69,38.88,D
